workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.22,I dont have an idea,,arrowright,652,Empathy,img/social/version2/23.png,,,106278,,36,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.23,I dont have an idea,,arrowright,452,Empathy,img/social/version2/24.png,,,106731,,37,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.24,I dont have an idea,,arrowleft,1190,Empathy,img/social/version2/25.png,,,107922,,38,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.25,I dont have an idea,,arrowleft,751,Empathy,img/social/version2/26.png,,,108674,,39,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.26,I dont have an idea,,arrowleft,560,Empathy,img/social/version2/27.png,,,109235,,40,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.27,I dont have an idea,,arrowright,1263,Empathy,img/social/version2/28.png,,,110498,,41,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.28,I dont have an idea,,arrowright,607,Empathy,img/social/version2/29.png,,,111107,,42,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.29,I dont have an idea,,arrowleft,672,Empathy,img/social/version2/30.png,,,111778,,43,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.30,I dont have an idea,,arrowright,695,Empathy,img/social/version2/31.png,,,112475,,44,image-keyboard-response,
265,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.31,I dont have an idea,,arrowright,700,Empathy,img/social/version2/32.png,,,113174,,45,image-keyboard-response,
265,Empathetic,True,social,,,,,Females,Male,0.0-13.0,I dont have an idea,,0,2893,Empathy,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,116068,,46,html-button-response,
265,Empathetic,True,social,,,,,Females,Male,0.0-14.0,I dont have an idea,,{'Hypothesis': 'I dont have an idea'},12273,Empathy,,,,128344,,47,survey-text,
265,Empathetic,True,social,,,,,Females,Male,0.0-15.0,I dont have an idea,[0],{'sex': 'Male'},1824,Empathy,,,,130169,,48,survey-multi-choice,
265,Empathetic,True,social,,,,,Females,Male,0.0-16.0,I dont have an idea,[0],{'q2': 'empathetic ability'},8329,Empathy,,,,138500,,49,survey-multi-choice,
265,Empathetic,True,social,,,,,Females,Male,0.0-17.0,I dont have an idea,[0],{'q3': 'Females'},6695,Empathy,,,,145195,,50,survey-multi-choice,
265,Empathetic,True,social,,,,,Females,Male,0.0-18.0,I dont have an idea,,{'technicalDifficulties': ''},6287,Empathy,,,,151484,,51,survey-text,
265,Empathetic,True,social,,,,,Females,Male,0.0-19.0,I dont have an idea,,0,12581,Empathy,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,164066,,52,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-0.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,,,empathic,,True,,2369,,0,fullscreen,
36,Empathetic,True,social,,[],[],[],Females,Male,0.0-1.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,,,empathic,,True,,6264,False,1,preload,
36,Empathetic,True,social,,,,,Females,Male,0.0-2.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,2812,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,9076,,2,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-3.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,1111,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,10188,,3,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-4.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,3728,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,,13916,,4,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-5.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,7151,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,,21068,,5,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-6.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,2496,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,,23564,,6,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-7.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,"{'first': 'Females', 'second': 'empathic'}",15855,empathic,,,,39420,,7,survey-html-form,
36,Empathetic,True,social,,,,,Females,Male,0.0-8.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,30952,empathic,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,70373,,8,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-9.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,2583,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,72957,,9,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-10.0-0.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,3659,empathic,img/social/version2/p1.png,,,76619,,10,image-keyboard-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-10.0-1.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,1343,empathic,img/social/version2/p2.png,,,77963,,11,image-keyboard-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-10.0-2.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,735,empathic,img/social/version2/p3.png,,,78699,,12,image-keyboard-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-11.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,2977,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,81677,,13,html-button-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,1037,empathic,img/social/version2/1.png,,,82715,,14,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.1,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,567,empathic,img/social/version2/2.png,,,83283,,15,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.2,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,871,empathic,img/social/version2/3.png,,,84155,,16,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.3,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,903,empathic,img/social/version2/4.png,,,85059,,17,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.4,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,567,empathic,img/social/version2/5.png,,,85627,,18,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.5,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,1343,empathic,img/social/version2/6.png,,,86971,,19,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.6,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,735,empathic,img/social/version2/7.png,,,87707,,20,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.7,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,1103,empathic,img/social/version2/8.png,,,88811,,21,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.8,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,903,empathic,img/social/version2/9.png,,,89715,,22,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.9,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,471,empathic,img/social/version2/10.png,,,90187,,23,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.10,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,663,empathic,img/social/version2/11.png,,,90851,,24,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.11,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,407,empathic,img/social/version2/12.png,,,91259,,25,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.12,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,631,empathic,img/social/version2/13.png,,,91891,,26,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.13,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,735,empathic,img/social/version2/14.png,,,92627,,27,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.14,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,903,empathic,img/social/version2/15.png,,,93531,,28,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.15,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,575,empathic,img/social/version2/16.png,,,94107,,29,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.16,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,1103,empathic,img/social/version2/17.png,,,95211,,30,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.17,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,463,empathic,img/social/version2/18.png,,,95675,,31,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.18,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,671,empathic,img/social/version2/19.png,,,96347,,32,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.19,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,503,empathic,img/social/version2/20.png,,,96851,,33,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.20,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,503,empathic,img/social/version2/21.png,,,97355,,34,image-keyboard-response,
36,Empathetic,True,social,False,,,,Females,Male,0.0-12.0-0.21,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,495,empathic,img/social/version2/22.png,,,97851,,35,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.22,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,1111,empathic,img/social/version2/23.png,,,98963,,36,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.23,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,527,empathic,img/social/version2/24.png,,,99491,,37,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.24,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,1343,empathic,img/social/version2/25.png,,,100835,,38,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.25,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,903,empathic,img/social/version2/26.png,,,101739,,39,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.26,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,903,empathic,img/social/version2/27.png,,,102643,,40,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.27,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,535,empathic,img/social/version2/28.png,,,103179,,41,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.28,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,703,empathic,img/social/version2/29.png,,,103883,,42,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.29,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowleft,735,empathic,img/social/version2/30.png,,,104619,,43,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.30,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,735,empathic,img/social/version2/31.png,,,105355,,44,image-keyboard-response,
36,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.31,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,arrowright,1103,empathic,img/social/version2/32.png,,,106459,,45,image-keyboard-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-13.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,2130,empathic,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,108589,,46,html-button-response,
36,Empathetic,True,social,,,,,Females,Male,0.0-14.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,"{'Hypothesis': 'Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.'}",174295,empathic,,,,282887,,47,survey-text,
36,Empathetic,True,social,,,,,Females,Male,0.0-15.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",[0],{'sex': 'Male'},2511,empathic,,,,285399,,48,survey-multi-choice,
36,Empathetic,True,social,,,,,Females,Male,0.0-16.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",[0],{'q2': 'empathetic ability'},10167,empathic,,,,295567,,49,survey-multi-choice,
36,Empathetic,True,social,,,,,Females,Male,0.0-17.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",[0],{'q3': 'Females'},6895,empathic,,,,302463,,50,survey-multi-choice,
36,Empathetic,True,social,,,,,Females,Male,0.0-18.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,{'technicalDifficulties': ''},1550,empathic,,,,304015,,51,survey-text,
36,Empathetic,True,social,,,,,Females,Male,0.0-19.0,"Since the study mentioned at the start about empathy, my guess would be to put the person in a situation where it would try to identify with the man walking down the street.",,0,14135,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,318151,,52,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-0.0,,,,,empathetic,,True,,13130,,0,fullscreen,
67,Empathetic,True,social,,[],[],[],females,Male,0.0-1.0,,,,,empathetic,,True,,13202,False,1,preload,
67,Empathetic,True,social,,,,,females,Male,0.0-2.0,,,0,2550,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,15753,,2,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-3.0,,,0,2358,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,18112,,3,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-4.0,,,0,1344,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,,19457,,4,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-5.0,,,0,2297,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,,21755,,5,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-6.0,,,0,4328,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,,26083,,6,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-7.0,,,"{'first': 'females', 'second': 'empathetic'}",9132,empathetic,,,,35216,,7,survey-html-form,
67,Empathetic,True,social,,,,,females,Male,0.0-8.0,,,0,7196,empathetic,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,42413,,8,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-9.0,,,0,2303,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,44717,,9,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-10.0-0.0,,,arrowleft,2888,empathetic,img/social/version2/p1.png,,,47609,,10,image-keyboard-response,
67,Empathetic,True,social,,,,,females,Male,0.0-10.0-1.0,,,arrowright,631,empathetic,img/social/version2/p2.png,,,48242,,11,image-keyboard-response,
67,Empathetic,True,social,,,,,females,Male,0.0-10.0-2.0,,,arrowright,631,empathetic,img/social/version2/p3.png,,,48873,,12,image-keyboard-response,
67,Empathetic,True,social,,,,,females,Male,0.0-11.0,,,0,11061,empathetic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,59935,,13,html-button-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.0,,,arrowleft,2042,empathetic,img/social/version2/1.png,,,61979,,14,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.1,,,arrowleft,783,empathetic,img/social/version2/2.png,,,62763,,15,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.2,,,arrowright,744,empathetic,img/social/version2/3.png,,,63508,,16,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.3,,,arrowright,502,empathetic,img/social/version2/4.png,,,64010,,17,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.4,,,arrowleft,776,empathetic,img/social/version2/5.png,,,64787,,18,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.5,,,arrowleft,3043,empathetic,img/social/version2/6.png,,,67831,,19,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.6,,,arrowright,900,empathetic,img/social/version2/7.png,,,68732,,20,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.7,,,arrowright,650,empathetic,img/social/version2/8.png,,,69383,,21,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.8,,,arrowright,616,empathetic,img/social/version2/9.png,,,69999,,22,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.9,,,arrowleft,421,empathetic,img/social/version2/10.png,,,70421,,23,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.10,,,arrowright,901,empathetic,img/social/version2/11.png,,,71323,,24,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.11,,,arrowleft,446,empathetic,img/social/version2/12.png,,,71770,,25,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.12,,,arrowleft,543,empathetic,img/social/version2/13.png,,,72315,,26,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.13,,,arrowright,478,empathetic,img/social/version2/14.png,,,72793,,27,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.14,,,arrowright,1066,empathetic,img/social/version2/15.png,,,73861,,28,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.15,,,arrowleft,342,empathetic,img/social/version2/16.png,,,74203,,29,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.16,,,arrowleft,878,empathetic,img/social/version2/17.png,,,75082,,30,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.17,,,arrowright,296,empathetic,img/social/version2/18.png,,,75380,,31,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.18,,,arrowright,647,empathetic,img/social/version2/19.png,,,76028,,32,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.19,,,arrowleft,543,empathetic,img/social/version2/20.png,,,76572,,33,image-keyboard-response,
67,Empathetic,True,social,False,,,,females,Male,0.0-12.0-0.20,,,arrowright,401,empathetic,img/social/version2/21.png,,,76974,,34,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.21,,,arrowleft,964,empathetic,img/social/version2/22.png,,,77939,,35,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.22,,,arrowright,881,empathetic,img/social/version2/23.png,,,78820,,36,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.23,,,arrowright,381,empathetic,img/social/version2/24.png,,,79202,,37,image-keyboard-response,
67,Empathetic,True,social,False,,,,females,Male,0.0-12.0-0.24,,,arrowright,1283,empathetic,img/social/version2/25.png,,,80487,,38,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.25,,,arrowleft,1237,empathetic,img/social/version2/26.png,,,81725,,39,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.26,,,arrowleft,671,empathetic,img/social/version2/27.png,,,82397,,40,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.27,,,arrowright,720,empathetic,img/social/version2/28.png,,,83119,,41,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.28,,,arrowright,481,empathetic,img/social/version2/29.png,,,83601,,42,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.29,,,arrowleft,485,empathetic,img/social/version2/30.png,,,84090,,43,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.30,,,arrowright,544,empathetic,img/social/version2/31.png,,,84635,,44,image-keyboard-response,
67,Empathetic,True,social,True,,,,females,Male,0.0-12.0-0.31,,,arrowright,819,empathetic,img/social/version2/32.png,,,85455,,45,image-keyboard-response,
67,Empathetic,True,social,,,,,females,Male,0.0-13.0,,,0,1755,empathetic,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,87211,,46,html-button-response,
67,Empathetic,True,social,,,,,females,Male,0.0-14.0,,,{'Hypothesis': ''},1734,empathetic,,,,88953,,47,survey-text,
67,Empathetic,True,social,,,,,females,Male,0.0-15.0,,[0],{'sex': 'Male'},3163,empathetic,,,,92118,,48,survey-multi-choice,
67,Empathetic,True,social,,,,,females,Male,0.0-16.0,,[0],{'q2': 'empathetic ability'},3298,empathetic,,,,95421,,49,survey-multi-choice,
