workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,status,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
47,Spatial,True,spatial,,,,,males,Female,0.0-5.0,processing capacity,,0,6609,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,,33873,,5,html-button-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-6.0,processing capacity,,0,10069,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,,43942,,6,html-button-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-7.0,processing capacity,,"{'first': 'males', 'second': 'measure'}",11047,measure,,,,,54991,,7,survey-html-form,
47,Spatial,True,spatial,,,,,males,Female,0.0-8.0,processing capacity,,0,11822,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,66814,,8,html-button-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-9.0,processing capacity,,0,5414,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,72229,,9,html-button-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-10.0-0.0,processing capacity,,arrowright,4647,measure,,img/spatial/version2/p1.png,,,76880,,10,image-keyboard-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-10.0-1.0,processing capacity,,arrowleft,1051,measure,,img/spatial/version2/p2.png,,,77932,,11,image-keyboard-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-10.0-2.0,processing capacity,,arrowleft,2708,measure,,img/spatial/version2/p3.png,,,80641,,12,image-keyboard-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-11.0,processing capacity,,0,2435,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,83077,,13,html-button-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.0,processing capacity,,arrowright,2139,measure,,img/spatial/version2/1.png,,,85218,,14,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.1,processing capacity,,arrowright,1027,measure,,img/spatial/version2/2.png,,,86246,,15,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.2,processing capacity,,arrowright,860,measure,,img/spatial/version2/3.png,,,87107,,16,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.3,processing capacity,,arrowleft,679,measure,,img/spatial/version2/4.png,,,87787,,17,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.4,processing capacity,,arrowright,966,measure,,img/spatial/version2/5.png,,,88754,,18,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.5,processing capacity,,arrowright,999,measure,,img/spatial/version2/6.png,,,89754,,19,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.6,processing capacity,,arrowright,1572,measure,,img/spatial/version2/7.png,,,91327,,20,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.7,processing capacity,,arrowleft,744,measure,,img/spatial/version2/8.png,,,92072,,21,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.8,processing capacity,,arrowright,893,measure,,img/spatial/version2/9.png,,,92966,,22,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.9,processing capacity,,arrowleft,546,measure,,img/spatial/version2/10.png,,,93513,,23,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.10,processing capacity,,arrowleft,457,measure,,img/spatial/version2/11.png,,,93971,,24,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.11,processing capacity,,arrowleft,1150,measure,,img/spatial/version2/12.png,,,95122,,25,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.12,processing capacity,,arrowright,604,measure,,img/spatial/version2/13.png,,,95727,,26,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.13,processing capacity,,arrowright,742,measure,,img/spatial/version2/14.png,,,96469,,27,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.14,processing capacity,,arrowleft,1464,measure,,img/spatial/version2/15.png,,,97934,,28,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.15,processing capacity,,arrowright,314,measure,,img/spatial/version2/16.png,,,98249,,29,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.16,processing capacity,,arrowright,1603,measure,,img/spatial/version2/17.png,,,99852,,30,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.17,processing capacity,,arrowright,393,measure,,img/spatial/version2/18.png,,,100246,,31,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.18,processing capacity,,arrowright,628,measure,,img/spatial/version2/19.png,,,100875,,32,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.19,processing capacity,,arrowright,455,measure,,img/spatial/version2/20.png,,,101331,,33,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.20,processing capacity,,arrowright,884,measure,,img/spatial/version2/21.png,,,102216,,34,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.21,processing capacity,,arrowleft,1442,measure,,img/spatial/version2/22.png,,,103659,,35,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.22,processing capacity,,arrowleft,1049,measure,,img/spatial/version2/23.png,,,104708,,36,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.23,processing capacity,,arrowright,641,measure,,img/spatial/version2/24.png,,,105349,,37,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.24,processing capacity,,arrowright,3549,measure,,img/spatial/version2/25.png,,,108899,,38,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.25,processing capacity,,arrowleft,686,measure,,img/spatial/version2/26.png,,,109587,,39,image-keyboard-response,
47,Spatial,True,spatial,True,,,,males,Female,0.0-12.0-0.26,processing capacity,,arrowleft,3136,measure,,img/spatial/version2/27.png,,,112723,,40,image-keyboard-response,
47,Spatial,True,spatial,False,,,,males,Female,0.0-12.0-0.27,processing capacity,,,,measure,ended early,,,,113092,,41,image-keyboard-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-13.0,processing capacity,,0,3037,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,116129,,42,html-button-response,
47,Spatial,True,spatial,,,,,males,Female,0.0-14.0,processing capacity,,{'Hypothesis': 'processing capacity'},33963,measure,,,,,150097,,43,survey-text,
47,Spatial,True,spatial,,,,,males,Female,0.0-15.0,processing capacity,[0],{'sex': 'Female'},2186,measure,,,,,152286,,44,survey-multi-choice,
47,Spatial,True,spatial,,,,,males,Female,0.0-16.0,processing capacity,[0],{'q2': 'spatial ability'},3652,measure,,,,,155941,,45,survey-multi-choice,
47,Spatial,True,spatial,,,,,males,Female,0.0-17.0,processing capacity,[0],{'q3': 'Males'},4133,measure,,,,,160076,,46,survey-multi-choice,
47,Spatial,True,spatial,,,,,males,Female,0.0-18.0,processing capacity,,{'technicalDifficulties': ''},3516,measure,,,,,163596,,47,survey-text,
47,Spatial,True,spatial,,,,,males,Female,0.0-19.0,processing capacity,,0,2433,measure,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,166031,,48,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-0.0,no idea,,,,spatial,,,True,no,4640,,0,fullscreen,
297,Spatial,True,spatial,,[],[],[],Males,Female,0.0-1.0,no idea,,,,spatial,,,True,no,25965,False,1,preload,
297,Spatial,True,spatial,,,,,Males,Female,0.0-2.0,no idea,,0,20416,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,no,46392,,2,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-3.0,no idea,,0,4200,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,no,50597,,3,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-4.0,no idea,,0,4306,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,no,54905,,4,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-5.0,no idea,,0,5922,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,no,60832,,5,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-6.0,no idea,,0,4028,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,no,64861,,6,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-7.0,no idea,,"{'first': 'Males', 'second': 'spatial'}",24470,spatial,,,,no,89353,,7,survey-html-form,
297,Spatial,True,spatial,,,,,Males,Female,0.0-8.0,no idea,,0,23702,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,no,113070,,8,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-9.0,no idea,,0,8265,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,no,121340,,9,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-10.0-0.0,no idea,,arrowleft,5192,spatial,,img/spatial/version2/p1.png,,no,126564,,10,image-keyboard-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-10.0-1.0,no idea,,arrowleft,4170,spatial,,img/spatial/version2/p2.png,,no,130737,,11,image-keyboard-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-10.0-2.0,no idea,,arrowright,1832,spatial,,img/spatial/version2/p3.png,,no,132604,,12,image-keyboard-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-11.0,no idea,,0,3504,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,no,136110,,13,html-button-response,
297,Spatial,True,spatial,False,,,,Males,Female,0.0-12.0-0.0,no idea,,arrowright,6905,spatial,,img/spatial/version2/1.png,,no,143052,,14,image-keyboard-response,
297,Spatial,True,spatial,True,,,,Males,Female,0.0-12.0-0.1,no idea,,arrowleft,6177,spatial,,img/spatial/version2/2.png,,no,149263,,15,image-keyboard-response,
297,Spatial,True,spatial,True,,,,Males,Female,0.0-12.0-0.2,no idea,,arrowright,3156,spatial,,img/spatial/version2/3.png,,no,152421,,16,image-keyboard-response,
297,Spatial,True,spatial,False,,,,Males,Female,0.0-12.0-0.3,no idea,,arrowleft,1120,spatial,,img/spatial/version2/4.png,,no,153543,,17,image-keyboard-response,
297,Spatial,True,spatial,True,,,,Males,Female,0.0-12.0-0.4,no idea,,arrowleft,3240,spatial,,img/spatial/version2/5.png,,no,156786,,18,image-keyboard-response,
297,Spatial,True,spatial,False,,,,Males,Female,0.0-12.0-0.5,no idea,,arrowright,6061,spatial,,img/spatial/version2/6.png,,no,162854,,19,image-keyboard-response,
297,Spatial,True,spatial,False,,,,Males,Female,0.0-12.0-0.6,no idea,,,,spatial,ended early,,,no,166161,,20,image-keyboard-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-13.0,no idea,,0,2876,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,no,169046,,21,html-button-response,
297,Spatial,True,spatial,,,,,Males,Female,0.0-14.0,no idea,,{'Hypothesis': 'no idea'},8265,spatial,,,,no,177357,,22,survey-text,
297,Spatial,True,spatial,,,,,Males,Female,0.0-15.0,no idea,[0],{'sex': 'Female'},3737,spatial,,,,no,181102,,23,survey-multi-choice,
297,Spatial,True,spatial,,,,,Males,Female,0.0-16.0,no idea,[0],{'q2': 'spatial ability'},5015,spatial,,,,no,186124,,24,survey-multi-choice,
297,Spatial,True,spatial,,,,,Males,Female,0.0-17.0,no idea,[0],{'q3': 'Males'},3198,spatial,,,,no,189331,,25,survey-multi-choice,
297,Spatial,True,spatial,,,,,Males,Female,0.0-18.0,no idea,,{'technicalDifficulties': 'no'},4209,spatial,,,,no,193583,,26,survey-text,
297,Spatial,True,spatial,,,,,Males,Female,0.0-19.0,no idea,,0,1827,spatial,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,no,195441,,27,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-0.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,,,SPATIAL,,,True,NO,2823,,0,fullscreen,
176,Spatial,True,spatial,,[],[],[],MALES,Female,0.0-1.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,,,SPATIAL,,,True,NO,3183,False,1,preload,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-2.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,1632,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,NO,4818,,2,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-3.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,1418,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,NO,6240,,3,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-4.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,3170,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,NO,9412,,4,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-5.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,945,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,NO,10365,,5,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-6.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,4382,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,NO,14751,,6,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-7.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,"{'first': 'MALES', 'second': 'SPATIAL'}",13460,SPATIAL,,,,NO,28217,,7,survey-html-form,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-8.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,8635,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,NO,36858,,8,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-9.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,4120,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,NO,40984,,9,html-button-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-10.0-0.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,6241,SPATIAL,,img/spatial/version2/p1.png,,NO,47264,,10,image-keyboard-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-10.0-1.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,1538,SPATIAL,,img/spatial/version2/p2.png,,NO,48831,,11,image-keyboard-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-10.0-2.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,1480,SPATIAL,,img/spatial/version2/p3.png,,NO,50338,,12,image-keyboard-response,
176,Spatial,True,spatial,,,,,MALES,Female,0.0-11.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,0,6792,SPATIAL,,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,NO,57133,,13,html-button-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.0,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,1545,SPATIAL,,img/spatial/version2/1.png,,NO,58722,,14,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.1,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,916,SPATIAL,,img/spatial/version2/2.png,,NO,59671,,15,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.2,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,652,SPATIAL,,img/spatial/version2/3.png,,NO,60354,,16,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.3,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,1357,SPATIAL,,img/spatial/version2/4.png,,NO,61762,,17,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.4,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,654,SPATIAL,,img/spatial/version2/5.png,,NO,62451,,18,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.5,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,3332,SPATIAL,,img/spatial/version2/6.png,,NO,65818,,19,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.6,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,366,SPATIAL,,img/spatial/version2/7.png,,NO,66216,,20,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.7,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,973,SPATIAL,,img/spatial/version2/8.png,,NO,67240,,21,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.8,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,786,SPATIAL,,img/spatial/version2/9.png,,NO,68059,,22,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.9,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,372,SPATIAL,,img/spatial/version2/10.png,,NO,68465,,23,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.10,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,621,SPATIAL,,img/spatial/version2/11.png,,NO,69123,,24,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.11,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,346,SPATIAL,,img/spatial/version2/12.png,,NO,69505,,25,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.12,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,1183,SPATIAL,,img/spatial/version2/13.png,,NO,70728,,26,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.13,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,553,SPATIAL,,img/spatial/version2/14.png,,NO,71312,,27,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.14,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,1062,SPATIAL,,img/spatial/version2/15.png,,NO,72395,,28,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.15,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,890,SPATIAL,,img/spatial/version2/16.png,,NO,73320,,29,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.16,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,1360,SPATIAL,,img/spatial/version2/17.png,,NO,74722,,30,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.17,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,298,SPATIAL,,img/spatial/version2/18.png,,NO,75049,,31,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.18,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,435,SPATIAL,,img/spatial/version2/19.png,,NO,75514,,32,image-keyboard-response,
176,Spatial,True,spatial,False,,,,MALES,Female,0.0-12.0-0.19,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,339,SPATIAL,,img/spatial/version2/20.png,,NO,75880,,33,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.20,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,560,SPATIAL,,img/spatial/version2/21.png,,NO,76467,,34,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.21,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,593,SPATIAL,,img/spatial/version2/22.png,,NO,77106,,35,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.22,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,328,SPATIAL,,img/spatial/version2/23.png,,NO,77466,,36,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.23,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,535,SPATIAL,,img/spatial/version2/24.png,,NO,78042,,37,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.24,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,3268,SPATIAL,,img/spatial/version2/25.png,,NO,81339,,38,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.25,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,826,SPATIAL,,img/spatial/version2/26.png,,NO,82194,,39,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.26,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,377,SPATIAL,,img/spatial/version2/27.png,,NO,82601,,40,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.27,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,1979,SPATIAL,,img/spatial/version2/28.png,,NO,84609,,41,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.28,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,1152,SPATIAL,,img/spatial/version2/29.png,,NO,85793,,42,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.29,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowleft,554,SPATIAL,,img/spatial/version2/30.png,,NO,86377,,43,image-keyboard-response,
176,Spatial,True,spatial,True,,,,MALES,Female,0.0-12.0-0.30,"HOW WELL WE KNOW OUR LEFT FORM OUR RIGHT
",,arrowright,556,SPATIAL,,img/spatial/version2/31.png,,NO,86970,,44,image-keyboard-response,
